0	0	-24.4000000000000
0	37.0400000000000	-24.1200000000000
0	74.0800000000000	-23.8500000000000
0	111.120000000000	-23.5900000000000
0	148.160000000000	-23.3400000000000
0	185.200000000000	-23.1000000000000
0	222.240000000000	-22.8800000000000
0	259.280000000000	-22.6700000000000
0	296.320000000000	-22.4600000000000
0	333.360000000000	-22.2700000000000
0	370.400000000000	-22.1000000000000
0	407.440000000000	-21.9300000000000
0	444.480000000000	-21.7700000000000
0	481.520000000000	-21.6300000000000
0	518.560000000000	-21.5000000000000
0	555.600000000000	-21.3800000000000
0	592.640000000000	-21.2700000000000
0	629.680000000000	-21.1700000000000
0	666.720000000000	-21.0800000000000
0	703.760000000000	-21.0100000000000
0	740.800000000000	-20.9400000000000
0	777.840000000000	-20.8900000000000
0	814.880000000000	-20.8500000000000
0	851.920000000000	-20.8200000000000
0	888.960000000000	-20.8100000000000
0	926	-20.8000000000000
0	963.040000000000	-20.8100000000000
0	1000.08000000000	-20.8200000000000
0	1037.12000000000	-20.8500000000000
0	1074.16000000000	-20.8900000000000
0	1111.20000000000	-20.9400000000000
0	1148.24000000000	-21.0100000000000
0	1185.28000000000	-21.0800000000000
0	1222.32000000000	-21.1700000000000
0	1259.36000000000	-21.2700000000000
0	1296.40000000000	-21.3800000000000
0	1333.44000000000	-21.5000000000000
0	1370.48000000000	-21.6300000000000
0	1407.52000000000	-21.7700000000000
0	1444.56000000000	-21.9300000000000
0	1481.60000000000	-22.1000000000000
0	1518.64000000000	-22.2700000000000
0	1555.68000000000	-22.4600000000000
0	1592.72000000000	-22.6700000000000
0	1629.76000000000	-22.8800000000000
0	1666.80000000000	-23.1000000000000
0	1703.84000000000	-23.3400000000000
0	1740.88000000000	-23.5900000000000
0	1777.92000000000	-23.8500000000000
0	1814.96000000000	-24.1200000000000
0	1852	-24.4000000000000
0	1889.04000000000	-24.6900000000000
0	1926.08000000000	-25
0	1963.12000000000	-25.3200000000000
0	2000.16000000000	-25.6400000000000
0	2037.20000000000	-25.9800000000000
0	2074.24000000000	-26.3400000000000
